learner_id,skill_level,predicted_performance,performance_band,risk_probability,risk_status,strengths_count,weaknesses_count,developing_count,behavior_signals_count
LEARNER_0686,Intermediate,68.99,Moderate,0.0,Low Risk,5,2,2,2
LEARNER_0687,Advanced,88.77,High,0.0,Low Risk,9,0,0,3
LEARNER_0688,Intermediate,68.53,Moderate,0.0001,Low Risk,3,3,3,3
LEARNER_0689,Beginner,41.93,Low,0.9999,High Risk,0,7,2,3
LEARNER_0690,Intermediate,70.99,Moderate,0.0,Low Risk,3,1,5,3
LEARNER_0691,Advanced,88.34,High,0.0,Low Risk,7,0,2,4
LEARNER_0692,Beginner,53.68,Moderate,0.788,High Risk,0,7,2,3
LEARNER_0693,Beginner,57.98,Moderate,0.2183,Low Risk,1,4,4,2
LEARNER_0694,Intermediate,59.48,Moderate,0.0533,Low Risk,1,2,6,2
LEARNER_0695,Beginner,47.04,Low,0.9978,High Risk,0,6,3,3
LEARNER_0696,Intermediate,79.64,High,0.0,Low Risk,5,0,4,3
LEARNER_0697,Intermediate,60.75,Moderate,0.0273,Low Risk,2,3,4,1
LEARNER_0698,Intermediate,69.48,Moderate,0.0,Low Risk,4,1,4,2
LEARNER_0699,Beginner,44.94,Low,1.0,High Risk,1,6,2,3
LEARNER_0700,Intermediate,58.98,Moderate,0.0217,Low Risk,0,6,3,2
LEARNER_0701,Intermediate,75.26,High,0.0,Low Risk,4,0,5,3
LEARNER_0702,Beginner,54.82,Moderate,0.5272,Moderate Risk,0,6,3,4
LEARNER_0703,Advanced,86.36,High,0.0,Low Risk,9,0,0,3
LEARNER_0704,Beginner,56.79,Moderate,0.1788,Low Risk,2,6,1,2
LEARNER_0705,Intermediate,61.13,Moderate,0.0231,Low Risk,1,2,6,2
LEARNER_0706,Intermediate,77.18,High,0.0,Low Risk,4,0,5,3
LEARNER_0707,Beginner,36.0,Low,1.0,High Risk,0,8,1,4
LEARNER_0708,Beginner,36.43,Low,1.0,High Risk,0,7,2,4
LEARNER_0709,Beginner,35.05,Low,1.0,High Risk,0,9,0,4
LEARNER_0710,Intermediate,81.17,High,0.0,Low Risk,6,0,3,2
LEARNER_0711,Beginner,49.91,Low,0.9847,High Risk,0,5,4,3
LEARNER_0712,Advanced,95.74,High,0.0,Low Risk,9,0,0,2
LEARNER_0713,Beginner,49.16,Low,0.9925,High Risk,0,8,1,2
LEARNER_0714,Intermediate,65.99,Moderate,0.0004,Low Risk,1,3,5,3
LEARNER_0715,Advanced,86.09,High,0.0,Low Risk,7,0,2,2
LEARNER_0716,Advanced,88.97,High,0.0,Low Risk,9,0,0,3
LEARNER_0717,Advanced,91.39,High,0.0,Low Risk,9,0,0,2
LEARNER_0718,Advanced,85.93,High,0.0,Low Risk,8,0,1,4
LEARNER_0719,Intermediate,74.6,Moderate,0.0,Low Risk,8,0,1,2
LEARNER_0720,Intermediate,71.89,Moderate,0.0,Low Risk,4,1,4,3
LEARNER_0721,Advanced,79.09,High,0.0,Low Risk,5,0,4,4
LEARNER_0722,Beginner,51.34,Moderate,0.9492,High Risk,1,4,4,4
LEARNER_0723,Beginner,46.89,Low,0.9997,High Risk,0,6,3,3
LEARNER_0724,Intermediate,61.48,Moderate,0.0057,Low Risk,2,2,5,2
LEARNER_0725,Intermediate,59.08,Moderate,0.0362,Low Risk,1,3,5,2
LEARNER_0726,Beginner,56.6,Moderate,0.1561,Low Risk,2,4,3,2
LEARNER_0727,Intermediate,78.51,High,0.0,Low Risk,6,0,3,4
LEARNER_0728,Intermediate,73.83,Moderate,0.0,Low Risk,5,0,4,2
LEARNER_0729,Intermediate,62.8,Moderate,0.0038,Low Risk,2,3,4,2
LEARNER_0730,Advanced,87.55,High,0.0,Low Risk,8,0,1,3
LEARNER_0731,Beginner,42.34,Low,1.0,High Risk,0,8,1,2
LEARNER_0732,Intermediate,63.83,Moderate,0.0091,Low Risk,0,5,4,3
LEARNER_0733,Beginner,49.59,Low,0.9865,High Risk,0,6,3,2
LEARNER_0734,Beginner,27.43,Low,1.0,High Risk,0,9,0,4
LEARNER_0735,Intermediate,61.68,Moderate,0.0107,Low Risk,1,3,5,2
LEARNER_0736,Intermediate,58.52,Moderate,0.171,Low Risk,3,3,3,3
LEARNER_0737,Advanced,88.25,High,0.0,Low Risk,9,0,0,3
LEARNER_0738,Intermediate,75.84,High,0.0,Low Risk,5,0,4,3
LEARNER_0739,Beginner,46.16,Low,0.9965,High Risk,0,6,3,2
LEARNER_0740,Advanced,87.88,High,0.0,Low Risk,9,0,0,3
LEARNER_0741,Advanced,81.19,High,0.0,Low Risk,7,0,2,4
LEARNER_0742,Intermediate,73.15,Moderate,0.0,Low Risk,3,1,5,2
LEARNER_0743,Beginner,56.51,Moderate,0.0941,Low Risk,0,4,5,3
LEARNER_0744,Beginner,50.07,Moderate,0.9669,High Risk,0,8,1,2
LEARNER_0745,Beginner,55.91,Moderate,0.1766,Low Risk,0,5,4,2
LEARNER_0746,Advanced,81.96,High,0.0,Low Risk,7,0,2,2
LEARNER_0747,Advanced,89.07,High,0.0,Low Risk,8,0,1,3
LEARNER_0748,Advanced,87.56,High,0.0,Low Risk,9,0,0,3
LEARNER_0749,Beginner,55.5,Moderate,0.2125,Low Risk,2,4,3,4
LEARNER_0750,Beginner,38.82,Low,1.0,High Risk,0,7,2,4
LEARNER_0751,Intermediate,70.2,Moderate,0.0,Low Risk,3,2,4,4
LEARNER_0752,Beginner,35.46,Low,1.0,High Risk,0,9,0,4
LEARNER_0753,Intermediate,73.74,Moderate,0.0,Low Risk,3,1,5,3
LEARNER_0754,Beginner,58.78,Moderate,0.1587,Low Risk,3,3,3,3
LEARNER_0755,Beginner,53.58,Moderate,0.8703,High Risk,1,7,1,2
LEARNER_0756,Beginner,39.25,Low,1.0,High Risk,0,8,1,4
LEARNER_0757,Intermediate,71.84,Moderate,0.0,Low Risk,4,1,4,4
LEARNER_0758,Beginner,52.69,Moderate,0.8758,High Risk,0,6,3,4
LEARNER_0759,Beginner,35.36,Low,1.0,High Risk,0,8,1,4
LEARNER_0760,Beginner,20.69,Low,1.0,High Risk,0,9,0,4
LEARNER_0761,Intermediate,58.77,Moderate,0.1444,Low Risk,0,4,5,2
LEARNER_0762,Advanced,90.05,High,0.0,Low Risk,8,0,1,2
LEARNER_0763,Advanced,87.35,High,0.0,Low Risk,9,0,0,3
LEARNER_0764,Beginner,49.32,Low,0.9885,High Risk,1,6,2,3
LEARNER_0765,Beginner,53.67,Moderate,0.7358,High Risk,0,5,4,3
LEARNER_0766,Intermediate,70.31,Moderate,0.0,Low Risk,5,2,2,4
LEARNER_0767,Beginner,45.48,Low,0.9994,High Risk,0,6,3,4
LEARNER_0768,Intermediate,68.69,Moderate,0.0,Low Risk,3,2,4,3
LEARNER_0769,Intermediate,78.06,High,0.0,Low Risk,7,1,1,3
LEARNER_0770,Intermediate,86.93,High,0.0,Low Risk,7,0,2,4
LEARNER_0771,Intermediate,60.5,Moderate,0.0175,Low Risk,2,4,3,2
LEARNER_0772,Beginner,56.35,Moderate,0.3852,Moderate Risk,0,5,4,3
LEARNER_0773,Beginner,48.7,Low,0.9824,High Risk,0,6,3,3
LEARNER_0774,Beginner,50.71,Moderate,0.9671,High Risk,0,7,2,2
LEARNER_0775,Beginner,56.02,Moderate,0.5949,Moderate Risk,2,4,3,3
LEARNER_0776,Intermediate,62.35,Moderate,0.0035,Low Risk,1,3,5,3
LEARNER_0777,Intermediate,73.07,Moderate,0.0,Low Risk,5,0,4,3
LEARNER_0778,Beginner,50.08,Moderate,0.9904,High Risk,0,7,2,3
LEARNER_0779,Advanced,86.43,High,0.0,Low Risk,8,1,0,2
LEARNER_0780,Beginner,58.82,Moderate,0.0846,Low Risk,1,5,3,4
LEARNER_0781,Beginner,56.86,Moderate,0.0626,Low Risk,1,2,6,1
LEARNER_0782,Beginner,51.73,Moderate,0.9592,High Risk,0,7,2,3
LEARNER_0783,Beginner,19.04,Low,1.0,High Risk,0,9,0,4
LEARNER_0784,Advanced,80.99,High,0.0,Low Risk,4,1,4,4
LEARNER_0785,Intermediate,76.47,High,0.0,Low Risk,4,1,4,3
LEARNER_0786,Beginner,55.78,Moderate,0.3601,Moderate Risk,0,6,3,2
LEARNER_0787,Intermediate,67.54,Moderate,0.0005,Low Risk,3,4,2,2
LEARNER_0788,Intermediate,70.71,Moderate,0.0,Low Risk,5,2,2,3
LEARNER_0789,Beginner,37.12,Low,1.0,High Risk,0,8,1,3
LEARNER_0790,Beginner,50.61,Moderate,0.9552,High Risk,1,5,3,2
LEARNER_0791,Intermediate,72.53,Moderate,0.0,Low Risk,4,2,3,2
LEARNER_0792,Beginner,38.84,Low,1.0,High Risk,0,8,1,4
LEARNER_0793,Intermediate,69.17,Moderate,0.0001,Low Risk,3,2,4,3
LEARNER_0794,Beginner,34.96,Low,1.0,High Risk,0,8,1,3
LEARNER_0795,Intermediate,68.11,Moderate,0.0,Low Risk,2,1,6,3
LEARNER_0796,Beginner,57.58,Moderate,0.1534,Low Risk,2,2,5,2
LEARNER_0797,Beginner,32.68,Low,1.0,High Risk,0,8,1,3
LEARNER_0798,Advanced,83.3,High,0.0,Low Risk,7,1,1,3
LEARNER_0799,Beginner,46.36,Low,0.9956,High Risk,1,6,2,3
LEARNER_0800,Beginner,47.26,Low,0.9914,High Risk,0,7,2,4
LEARNER_0801,Intermediate,70.8,Moderate,0.0,Low Risk,2,1,6,4
LEARNER_0802,Advanced,81.67,High,0.0,Low Risk,6,1,2,3
LEARNER_0803,Beginner,46.08,Low,0.999,High Risk,0,8,1,2
LEARNER_0804,Intermediate,64.23,Moderate,0.0011,Low Risk,2,4,3,3
LEARNER_0805,Intermediate,71.49,Moderate,0.0,Low Risk,1,3,5,4
LEARNER_0806,Intermediate,73.44,Moderate,0.0,Low Risk,6,2,1,2
LEARNER_0807,Intermediate,66.35,Moderate,0.0004,Low Risk,2,2,5,2
LEARNER_0808,Beginner,51.09,Moderate,0.7733,High Risk,0,5,4,2
LEARNER_0809,Beginner,46.23,Low,0.9994,High Risk,0,6,3,2
LEARNER_0810,Intermediate,64.19,Moderate,0.0019,Low Risk,2,3,4,3
LEARNER_0811,Beginner,42.14,Low,0.9999,High Risk,0,8,1,2
LEARNER_0812,Beginner,18.69,Low,1.0,High Risk,0,9,0,4
LEARNER_0813,Intermediate,72.67,Moderate,0.0,Low Risk,4,3,2,4
LEARNER_0814,Intermediate,75.39,High,0.0,Low Risk,6,0,3,3
LEARNER_0815,Beginner,25.75,Low,1.0,High Risk,0,9,0,4
LEARNER_0816,Beginner,41.28,Low,1.0,High Risk,0,6,3,4
LEARNER_0817,Intermediate,70.22,Moderate,0.0,Low Risk,4,2,3,2
LEARNER_0818,Advanced,89.5,High,0.0,Low Risk,9,0,0,3
LEARNER_0819,Intermediate,63.19,Moderate,0.0031,Low Risk,2,3,4,3
LEARNER_0820,Beginner,53.02,Moderate,0.9252,High Risk,0,6,3,3
LEARNER_0821,Beginner,55.79,Moderate,0.3574,Moderate Risk,2,4,3,3
LEARNER_0822,Advanced,84.58,High,0.0,Low Risk,7,0,2,2
LEARNER_0823,Beginner,55.39,Moderate,0.8739,High Risk,0,5,4,2
LEARNER_0824,Beginner,52.92,Moderate,0.9119,High Risk,0,5,4,4
LEARNER_0825,Beginner,50.36,Moderate,0.9952,High Risk,1,4,4,2
LEARNER_0826,Beginner,43.84,Low,0.9992,High Risk,0,7,2,3
LEARNER_0827,Intermediate,60.32,Moderate,0.0097,Low Risk,2,3,4,1
LEARNER_0828,Advanced,88.2,High,0.0,Low Risk,8,0,1,3
LEARNER_0829,Intermediate,67.86,Moderate,0.0,Low Risk,1,1,7,2
LEARNER_0830,Beginner,55.1,Moderate,0.2986,Low Risk,0,5,4,3
LEARNER_0831,Intermediate,60.93,Moderate,0.0251,Low Risk,3,4,2,3
LEARNER_0832,Beginner,35.31,Low,1.0,High Risk,1,6,2,3
LEARNER_0833,Advanced,80.92,High,0.0,Low Risk,4,0,5,3
LEARNER_0834,Intermediate,63.11,Moderate,0.0093,Low Risk,1,2,6,2
LEARNER_0835,Intermediate,60.93,Moderate,0.0431,Low Risk,1,4,4,3
LEARNER_0836,Advanced,91.86,High,0.0,Low Risk,9,0,0,2
LEARNER_0837,Intermediate,70.07,Moderate,0.0,Low Risk,3,1,5,1
LEARNER_0838,Beginner,47.79,Low,0.9995,High Risk,0,4,5,3
LEARNER_0839,Beginner,57.3,Moderate,0.2202,Low Risk,2,4,3,2
LEARNER_0840,Advanced,82.5,High,0.0,Low Risk,5,0,4,4
LEARNER_0841,Intermediate,61.95,Moderate,0.0011,Low Risk,2,2,5,3
LEARNER_0842,Beginner,41.13,Low,0.9999,High Risk,0,7,2,3
LEARNER_0843,Intermediate,73.11,Moderate,0.0,Low Risk,8,1,0,2
LEARNER_0844,Beginner,55.05,Moderate,0.4186,Moderate Risk,1,7,1,3
LEARNER_0845,Advanced,89.41,High,0.0,Low Risk,8,0,1,4
LEARNER_0846,Advanced,80.07,High,0.0,Low Risk,5,1,3,4
LEARNER_0847,Beginner,53.36,Moderate,0.86,High Risk,1,6,2,3
LEARNER_0848,Advanced,88.21,High,0.0,Low Risk,9,0,0,4
LEARNER_0849,Beginner,63.32,Moderate,0.0031,Low Risk,3,4,2,2
LEARNER_0850,Intermediate,77.63,High,0.0,Low Risk,5,1,3,2
LEARNER_0851,Intermediate,67.29,Moderate,0.0002,Low Risk,4,2,3,4
LEARNER_0852,Beginner,46.87,Low,0.9978,High Risk,0,6,3,3
LEARNER_0853,Beginner,52.79,Moderate,0.9536,High Risk,1,4,4,3
LEARNER_0854,Intermediate,79.35,High,0.0,Low Risk,5,0,4,4
LEARNER_0855,Beginner,54.09,Moderate,0.7724,High Risk,1,4,4,3
LEARNER_0856,Beginner,51.68,Moderate,0.9402,High Risk,1,5,3,3
LEARNER_0857,Beginner,52.82,Moderate,0.9573,High Risk,0,5,4,3
LEARNER_0858,Intermediate,62.89,Moderate,0.0015,Low Risk,2,3,4,4
LEARNER_0859,Advanced,88.97,High,0.0,Low Risk,9,0,0,4
LEARNER_0860,Beginner,38.91,Low,1.0,High Risk,0,7,2,3
LEARNER_0861,Intermediate,67.07,Moderate,0.0001,Low Risk,3,2,4,2
LEARNER_0862,Advanced,85.6,High,0.0,Low Risk,8,0,1,2
LEARNER_0863,Beginner,53.21,Moderate,0.9082,High Risk,2,5,2,2
LEARNER_0864,Intermediate,71.98,Moderate,0.0,Low Risk,3,3,3,3
LEARNER_0865,Beginner,45.76,Low,0.9996,High Risk,0,7,2,4
LEARNER_0866,Intermediate,72.56,Moderate,0.0,Low Risk,5,1,3,1
LEARNER_0867,Intermediate,58.53,Moderate,0.0381,Low Risk,3,4,2,0
LEARNER_0868,Advanced,77.0,High,0.0,Low Risk,3,0,6,4
LEARNER_0869,Advanced,81.73,High,0.0,Low Risk,5,0,4,3
LEARNER_0870,Advanced,96.69,High,0.0,Low Risk,9,0,0,2
LEARNER_0871,Intermediate,74.94,Moderate,0.0,Low Risk,6,1,2,4
LEARNER_0872,Intermediate,70.65,Moderate,0.0,Low Risk,4,2,3,4
LEARNER_0873,Intermediate,65.94,Moderate,0.0008,Low Risk,3,2,4,3
LEARNER_0874,Intermediate,58.1,Moderate,0.2089,Low Risk,1,7,1,3
LEARNER_0875,Intermediate,65.2,Moderate,0.0021,Low Risk,2,2,5,2
LEARNER_0876,Intermediate,64.66,Moderate,0.0006,Low Risk,2,4,3,2
LEARNER_0877,Intermediate,65.76,Moderate,0.0006,Low Risk,4,4,1,2
LEARNER_0878,Intermediate,83.87,High,0.0,Low Risk,9,0,0,2
LEARNER_0879,Beginner,48.2,Low,0.9972,High Risk,0,6,3,3
LEARNER_0880,Advanced,79.96,High,0.0,Low Risk,7,0,2,3
LEARNER_0881,Advanced,85.49,High,0.0,Low Risk,7,0,2,4
LEARNER_0882,Beginner,54.78,Moderate,0.2894,Low Risk,1,4,4,2
LEARNER_0883,Beginner,27.78,Low,1.0,High Risk,0,8,1,4
LEARNER_0884,Beginner,44.77,Low,0.9998,High Risk,0,6,3,2
LEARNER_0885,Advanced,83.41,High,0.0,Low Risk,7,0,2,3
LEARNER_0886,Beginner,56.24,Moderate,0.433,Moderate Risk,0,2,7,3
LEARNER_0887,Beginner,48.08,Low,0.9885,High Risk,0,5,4,2
LEARNER_0888,Intermediate,58.82,Moderate,0.0247,Low Risk,1,4,4,2
LEARNER_0889,Intermediate,73.67,Moderate,0.0,Low Risk,7,0,2,4
LEARNER_0890,Intermediate,73.4,Moderate,0.0,Low Risk,3,1,5,4
LEARNER_0891,Intermediate,62.95,Moderate,0.0078,Low Risk,1,5,3,2
LEARNER_0892,Beginner,53.84,Moderate,0.6899,High Risk,0,6,3,1
LEARNER_0893,Beginner,55.66,Moderate,0.2633,Low Risk,1,6,2,3
LEARNER_0894,Beginner,48.18,Low,0.9993,High Risk,1,7,1,2
LEARNER_0895,Advanced,82.65,High,0.0,Low Risk,8,0,1,2
LEARNER_0896,Beginner,53.85,Moderate,0.8073,High Risk,0,4,5,3
LEARNER_0897,Advanced,82.63,High,0.0,Low Risk,6,0,3,3
LEARNER_0898,Advanced,86.45,High,0.0,Low Risk,8,0,1,2
LEARNER_0899,Intermediate,81.35,High,0.0,Low Risk,6,0,3,3
LEARNER_0900,Beginner,52.89,Moderate,0.767,High Risk,1,6,2,2
LEARNER_0901,Intermediate,64.47,Moderate,0.0007,Low Risk,1,2,6,3
LEARNER_0902,Intermediate,60.65,Moderate,0.0262,Low Risk,2,2,5,2
LEARNER_0903,Beginner,49.98,Low,0.9768,High Risk,1,6,2,3
LEARNER_0904,Intermediate,68.44,Moderate,0.0002,Low Risk,4,3,2,4
LEARNER_0905,Beginner,41.56,Low,1.0,High Risk,0,7,2,3
LEARNER_0906,Advanced,81.9,High,0.0,Low Risk,8,0,1,4
LEARNER_0907,Beginner,53.84,Moderate,0.704,High Risk,1,7,1,3
LEARNER_0908,Intermediate,59.63,Moderate,0.0962,Low Risk,2,3,4,2
LEARNER_0909,Intermediate,62.85,Moderate,0.0076,Low Risk,4,2,3,4
LEARNER_0910,Beginner,56.51,Moderate,0.3752,Moderate Risk,1,4,4,3
LEARNER_0911,Intermediate,72.42,Moderate,0.0,Low Risk,5,1,3,3
LEARNER_0912,Beginner,51.55,Moderate,0.9538,High Risk,2,6,1,2
LEARNER_0913,Advanced,82.37,High,0.0,Low Risk,5,0,4,4
LEARNER_0914,Beginner,38.6,Low,1.0,High Risk,0,9,0,4
LEARNER_0915,Intermediate,67.67,Moderate,0.0002,Low Risk,1,3,5,4
LEARNER_0916,Advanced,89.66,High,0.0,Low Risk,9,0,0,4
LEARNER_0917,Beginner,47.26,Low,0.9994,High Risk,0,7,2,3
LEARNER_0918,Beginner,52.41,Moderate,0.7039,High Risk,1,7,1,3
LEARNER_0919,Intermediate,71.6,Moderate,0.0,Low Risk,5,2,2,4
LEARNER_0920,Intermediate,61.42,Moderate,0.011,Low Risk,0,4,5,3
LEARNER_0921,Intermediate,66.99,Moderate,0.0009,Low Risk,3,2,4,4
LEARNER_0922,Intermediate,69.0,Moderate,0.0,Low Risk,3,3,3,3
LEARNER_0923,Intermediate,71.29,Moderate,0.0,Low Risk,2,1,6,2
LEARNER_0924,Advanced,81.73,High,0.0,Low Risk,8,0,1,4
LEARNER_0925,Intermediate,68.82,Moderate,0.0001,Low Risk,3,2,4,3
LEARNER_0926,Intermediate,58.36,Moderate,0.0727,Low Risk,2,2,5,3
LEARNER_0927,Intermediate,77.02,High,0.0,Low Risk,6,0,3,3
LEARNER_0928,Advanced,88.4,High,0.0,Low Risk,8,0,1,3
LEARNER_0929,Intermediate,62.4,Moderate,0.0156,Low Risk,2,4,3,2
LEARNER_0930,Beginner,50.24,Moderate,0.9596,High Risk,0,7,2,3
LEARNER_0931,Intermediate,80.25,High,0.0,Low Risk,5,0,4,3
LEARNER_0932,Intermediate,62.67,Moderate,0.003,Low Risk,2,5,2,3
LEARNER_0933,Beginner,30.44,Low,1.0,High Risk,0,9,0,4
LEARNER_0934,Intermediate,74.67,Moderate,0.0,Low Risk,4,1,4,3
LEARNER_0935,Beginner,52.85,Moderate,0.949,High Risk,0,5,4,2
LEARNER_0936,Beginner,52.7,Moderate,0.9664,High Risk,0,6,3,2
LEARNER_0937,Intermediate,77.82,High,0.0,Low Risk,3,1,5,4
LEARNER_0938,Intermediate,68.27,Moderate,0.0001,Low Risk,1,3,5,4
LEARNER_0939,Intermediate,78.4,High,0.0,Low Risk,3,0,6,4
LEARNER_0940,Beginner,53.13,Moderate,0.7661,High Risk,1,4,4,2
LEARNER_0941,Intermediate,74.4,Moderate,0.0,Low Risk,5,1,3,4
LEARNER_0942,Intermediate,61.17,Moderate,0.0317,Low Risk,0,5,4,2
LEARNER_0943,Intermediate,69.35,Moderate,0.0,Low Risk,4,2,3,3
LEARNER_0944,Intermediate,66.87,Moderate,0.0001,Low Risk,4,3,2,3
LEARNER_0945,Beginner,47.94,Low,0.9983,High Risk,1,6,2,4
LEARNER_0946,Advanced,76.27,High,0.0,Low Risk,8,0,1,3
LEARNER_0947,Beginner,51.87,Moderate,0.968,High Risk,1,5,3,3
LEARNER_0948,Intermediate,74.4,Moderate,0.0,Low Risk,4,2,3,3
LEARNER_0949,Intermediate,67.94,Moderate,0.0,Low Risk,2,1,6,2
LEARNER_0950,Advanced,88.39,High,0.0,Low Risk,8,0,1,2
LEARNER_0951,Beginner,53.13,Moderate,0.8603,High Risk,0,7,2,3
LEARNER_0952,Beginner,55.4,Moderate,0.4885,Moderate Risk,2,6,1,3
LEARNER_0953,Beginner,59.78,Moderate,0.0423,Low Risk,1,3,5,4
LEARNER_0954,Beginner,57.15,Moderate,0.0679,Low Risk,1,5,3,1
LEARNER_0955,Advanced,78.13,High,0.0,Low Risk,7,1,1,3
LEARNER_0956,Beginner,34.33,Low,1.0,High Risk,0,9,0,4
LEARNER_0957,Beginner,45.39,Low,0.9998,High Risk,0,8,1,3
LEARNER_0958,Beginner,45.22,Low,0.9998,High Risk,1,8,0,3
LEARNER_0959,Advanced,78.81,High,0.0,Low Risk,7,0,2,4
LEARNER_0960,Advanced,83.38,High,0.0,Low Risk,7,0,2,3
LEARNER_0961,Intermediate,59.92,Moderate,0.0176,Low Risk,1,3,5,3
LEARNER_0962,Intermediate,59.69,Moderate,0.0695,Low Risk,1,4,4,3
LEARNER_0963,Intermediate,62.83,Moderate,0.0043,Low Risk,2,3,4,3
LEARNER_0964,Intermediate,78.44,High,0.0,Low Risk,7,0,2,4
LEARNER_0965,Beginner,45.36,Low,0.9997,High Risk,1,6,2,4
LEARNER_0966,Intermediate,64.26,Moderate,0.0012,Low Risk,3,2,4,3
LEARNER_0967,Intermediate,78.71,High,0.0,Low Risk,7,1,1,3
LEARNER_0968,Intermediate,64.7,Moderate,0.0029,Low Risk,3,3,3,2
LEARNER_0969,Intermediate,66.78,Moderate,0.0002,Low Risk,3,1,5,4
LEARNER_0970,Intermediate,75.41,High,0.0,Low Risk,5,0,4,3
LEARNER_0971,Beginner,24.49,Low,1.0,High Risk,0,9,0,4
LEARNER_0972,Intermediate,75.04,High,0.0,Low Risk,4,0,5,4
LEARNER_0973,Beginner,51.07,Moderate,0.9818,High Risk,0,9,0,2
LEARNER_0974,Beginner,27.32,Low,1.0,High Risk,0,9,0,4
LEARNER_0975,Intermediate,66.82,Moderate,0.0001,Low Risk,4,1,4,3
LEARNER_0976,Intermediate,77.52,High,0.0,Low Risk,7,0,2,2
LEARNER_0977,Intermediate,60.69,Moderate,0.0105,Low Risk,1,3,5,2
LEARNER_0978,Advanced,80.03,High,0.0,Low Risk,5,1,3,4
LEARNER_0979,Advanced,87.53,High,0.0,Low Risk,8,0,1,2
LEARNER_0980,Advanced,86.67,High,0.0,Low Risk,8,0,1,3
LEARNER_0981,Advanced,89.23,High,0.0,Low Risk,9,0,0,4
LEARNER_0982,Intermediate,78.57,High,0.0,Low Risk,6,0,3,3
LEARNER_0983,Intermediate,61.16,Moderate,0.0082,Low Risk,0,3,6,2
LEARNER_0984,Beginner,34.91,Low,1.0,High Risk,0,8,1,4
LEARNER_0985,Intermediate,58.48,Moderate,0.0823,Low Risk,1,4,4,2
LEARNER_0986,Beginner,48.89,Low,0.9952,High Risk,0,6,3,3
LEARNER_0987,Advanced,93.15,High,0.0,Low Risk,9,0,0,4
LEARNER_0988,Intermediate,59.87,Moderate,0.0162,Low Risk,2,5,2,2
LEARNER_0989,Intermediate,64.42,Moderate,0.0077,Low Risk,2,5,2,2
LEARNER_0990,Intermediate,70.19,Moderate,0.0,Low Risk,3,0,6,3
LEARNER_0991,Intermediate,66.1,Moderate,0.0008,Low Risk,2,4,3,2
LEARNER_0992,Advanced,87.08,High,0.0,Low Risk,8,0,1,3
LEARNER_0993,Beginner,50.61,Moderate,0.9447,High Risk,0,6,3,3
LEARNER_0994,Intermediate,61.47,Moderate,0.0172,Low Risk,3,4,2,2
LEARNER_0995,Beginner,45.22,Low,0.9999,High Risk,2,4,3,3
LEARNER_0996,Beginner,38.94,Low,1.0,High Risk,0,7,2,4
LEARNER_0997,Beginner,50.44,Moderate,0.9662,High Risk,0,7,2,3
LEARNER_0998,Intermediate,62.78,Moderate,0.0088,Low Risk,1,4,4,2
LEARNER_0999,Beginner,49.22,Low,0.9814,High Risk,0,7,2,3
LEARNER_1000,Beginner,44.7,Low,0.9997,High Risk,0,6,3,2
